OBJECTID,GPS_YEAR,PROPERTY,HOLES,ACTIVE,ASPECT,LANDUSE,VEG_TYPE,AG_LEASE,YOUNG_EMER,INFLUENCE,DENSITY,STATUS,PDOG_CAT,CATEGORY_L,REMARKS,RELOCATION,Town,Encroaching,Acreage,ShapeSTArea,ShapeSTLength
1493,2004,Tellen Superior As.,0,,varied,,native range,,,,0,,HCA,Habitat Conservation Area,,no,7,both,0.21469714,9352.20776367188,359.888105384851
1494,2004,Western Mobile,0,,varied,,intro range,,,,0,,MOA,Multiple Objective Areas,,no,11,off of property,14.39388635,626997.689941406,5154.86610420347
1495,2004,Dowe Flats,0,,varied,,native range,,,,0,,MUL,HCA & UND,,no,5,none,14.3193978,623752.968261719,4852.94779529964
1496,2004,Dowe Flats,0,,varied,,intro range,,,,0,,UND,Undetermined,,no,12,onto property,1.12202446,48875.3862304688,1459.12292781956
1497,2004,Dowe Flats,0,,varied,,native range,,,,0,,UND,Undetermined,,no,13,none,49.08692165,2138226.30834961,11780.1818623018
1498,2004,NW Dowe Flats,0,,varied,,native range,,,,0,,MUL,HCA & UND,,no,1,both,52.78352789,2299250.47436523,11318.7247190497
1499,2004,Rabbit Mountain,0,,varied,,native range,,,,0,,UND,Undetermined,,no,1,none,0.21858912,9521.74194335938,467.280091650432
1500,2004,Rabbit Mountain,0,,varied,,native range & dryla,,,,0,,MUL,HCA & UND,,no,5,none,183.32622969,7985690.57006836,35523.411511486
1501,2004,Rabbit Mountain,0,,varied,,native range,,,,0,,MUL,HCA & UND,,no,8,off of property,8.46438385,368708.561279297,3699.37497401364
1502,2004,Dowe Flats,0,,varied,,dryland crop,,,,0,,UND,Undetermined,,no,23,off of property,0.41104387,17905.0708007812,672.847048955195
1503,2004,Rabbit Mountain,0,,east,,native range,,,,0,,MUL,HCA & UND,,no,15,both,19.19311202,836051.959716797,9253.52487101307
1504,2004,Rabbit Mountain,0,,east,,native range,,,,0,,MUL,HCA & UND,,no,17,onto property,0.6254186,27243.2346191406,1661.40564171356
1505,2004,Rabbit Mountain,0,,varied,,native range,,,,0,,MUL,HCA & UND,,no,20,both,517.93579309,22561283.1472168,60041.2447263083
1506,2004,Lohr,0,,varied,,intro range,,,,0,,MUL,NPD & UND,,no,4,none,10.33839777,450340.606933594,6748.39303800884
1507,2004,J. Clark Farms,0,,varied,,irrigated grass,,,,0,,NPD,No Prairie Dogs,,no,1,both,0.21277627,9268.5341796875,706.510572975319
1508,2004,Scriffiny,0,,varied,,native range,,,,0,,HCA,Habitat Conservation Area,,no,1,off of property,18.09403368,788176.107177734,4889.05585112983
1509,2004,Zaharias/Thomas,0,,varied,,native range,,,,0,,HCA,Habitat Conservation Area,,no,1,none,47.21269261,2056584.89208984,10166.3520015289
1510,2004,Mayhoffer,0,,varied,,native range,,,,0,,HCA,Habitat Conservation Area,,no,2,none,36.39381168,1585314.43505859,12646.641778548
1511,2004,Mayhoffer-Singletree,0,,south,,intro range,,,,0,,HCA,Habitat Conservation Area,,no,6,off of property,16.83101329,733158.937011719,7192.80486394821
1512,2004,Mayhoffer-Singletree,0,,south,,native range,,,,0,,HCA,Habitat Conservation Area,,no,5,off of property,24.8677183,1083237.80883789,5408.35514204509
1513,2004,Mayhoffer/Singletree,0,,varied,,native range,,,,0,,HCA,Habitat Conservation Area,,no,1,off of property,82.22739502,3581825.32861328,11115.8661640956
1514,2004,Mayhoffer II,0,,varied,,native range,,,,0,,HCA,Habitat Conservation Area,,no,1,off of property,25.20692495,1098013.65380859,10339.6664618474
1515,2004,Tellen Superior As.,0,,varied,,native range,,,,0,,HCA,Habitat Conservation Area,,no,2,off of property,7.11264584,309826.853759766,4003.01446464446
1516,2004,Tellen Superior As.,0,,varied,,intro range,,,,0,,HCA,Habitat Conservation Area,,no,1,off of property,7.15497388,311670.661132812,3525.3340786732
1517,2004,Cohig,0,,varied,,native range,,,,0,,MOA,Multiple Objective Areas,,no,3,none,11.86738139,516943.132080078,4702.15135449225
1518,2004,Cohig,0,,varied,,native range,,,,0,,MOA,Multiple Objective Areas,,no,2,none,0.6690512,29143.8706054688,1114.30929675515
1519,2004,Beech,0,,varied,,native range,,,,0,,HCA,Habitat Conservation Area,,no,6,off of property,84.09325569,3663102.22045898,22043.2520807557
1520,2004,Beech,0,,varied,,native range,,,,0,,HCA,Habitat Conservation Area,,no,3,none,0.35917544,15645.6818847656,689.432787292016
1521,2004,Beech,0,,varied,,native range,,,,0,,HCA,Habitat Conservation Area,,no,2,none,0.07078272,3083.29565429688,325.242718410848
1522,2004,Beech,0,,varied,,native range,,,,0,,HCA,Habitat Conservation Area,,no,1,none,219.74970966,9572297.3515625,41649.4757487165
1523,2004,Beech,0,,varied,,native range,,,,0,,HCA,Habitat Conservation Area,,no,5,off of property,11.87444255,517250.717041016,4963.19151158872
1524,2004,Beech,0,,varied,,native range,,,,0,,HCA,Habitat Conservation Area,,no,4,off of property,22.47797994,979140.804931641,9344.21355402865
1525,2004,Brewbaker/Sorensson,0,,varied,,irrigated grass,,,,0,,NPD,No Prairie Dogs,,no,1,both,13.43778843,585350.064941406,8247.80737344901
1526,2004,Imel,0,,south,,intro range,,,,0,,NPD,No Prairie Dogs,,no,1,both,0.452823,19724.9699707031,992.518191126226
1527,2004,Imel,0,,south,,intro range,,,,0,,NPD,No Prairie Dogs,,no,2,both,0.19731527,8595.05322265625,567.439600126005
1528,2004,Imel,0,,varied,,intro range,,,,0,,NPD,No Prairie Dogs,,no,6,none,20.21983349,880775.944091797,6050.93738750538
1529,2004,Imel,0,,varied,,irrigated grass,,,,0,,NPD,No Prairie Dogs,,no,3,off of property,21.58300345,940155.631347656,9444.44866257408
1530,2004,Imel,0,,varied,,native range,,,,0,,NPD,No Prairie Dogs,,no,4,none,1.32847548,57868.3928222656,1338.15407409132
1531,2004,Imel,0,,varied,,native range,,,,0,,NPD,No Prairie Dogs,,no,5,off of property,1.73553904,75600.0808105469,1413.50642694942
1532,2004,Lagerman,0,,varied,,irrigated grass,,,,0,,NPD,No Prairie Dogs,,no,4,both,42.65154305,1857901.21484375,15950.9415871307
1533,2004,Suitts,0,,varied,,intro range,,,,0,,MOA,Multiple Objective Areas,,no,3,none,4.92874834,214696.276367188,2710.84696158466
1534,2004,Colp,0,,south,,native range,,,,0,,MOA,Multiple Objective Areas,,no,2,both,11.20414944,488052.749267578,4427.127468702
1535,2004,Colp,0,,varied,,native range,,,,0,,MOA,Multiple Objective Areas,,no,1,off of property,5.53478219,241095.111083984,4376.83092984036
1536,2004,Colp,0,,varied,,native range,,,,0,,MOA,Multiple Objective Areas,,no,4,both,68.02144467,2963014.12963867,11287.5340399532
1537,2004,Centennial Ranch,0,,varied,,native range,,,,0,,MOA,Multiple Objective Areas,,no,1,off of property,245.6811811,10701872.2529297,34484.2192506002
1538,2004,Etter,0,,varied,,native range,,,,0,,MOA,Multiple Objective Areas,,no,2,none,1.74503129,76013.5625,2009.34340478246
1539,2004,Heil Valley Ranch,0,,east,,native range,,,,0,,UND,Undetermined,,no,8,both,0.04020213,1751.20483398438,173.37676684348
1540,2004,Heil Valley Ranch,0,,east,,native range,,,,0,,UND,Undetermined,,no,7,both,0.11535544,5024.8828125,394.6242319007
1541,2004,Lindsey,0,,south,,intro range,,,,0,,HCA,Habitat Conservation Area,,no,4,none,1.97630981,86088.0554199219,1337.44725071588
1542,2004,Mayhoffer,0,,south,,native range,,,,0,,HCA,Habitat Conservation Area,,no,1,none,160.66066749,6998378.67700195,22759.4411356987
1543,2004, ,0,, ,, ,,,,0,,UND,Undetermined,, ,0,,0.50638897,22058.3034667969,774.582711721875
1544,2006,Zaharias/Thomas,0,,varied,,intro range,,,,0,,HCA,Habitat Conservation Area,,NA,0,off of property,60.17668678,2621296.47338867,10498.6131904714
1545,2006,Adler / Fingru,0,,north,,intro range,,,,0,,UND,Undetermined,,NA,0,off of property,40.211142,1751597.34594727,6652.82934862282
1546,2006,Alexander Dawson,0,,flat,,intro range,,,,0,,MOA,Multiple Objective Areas,,NA,0,onto property,3.31433834,144372.579345703,2425.17499098704
1547,2006,Alexander Dawson,0,,flat,,intro range,,,,0,,MOA,Multiple Objective Areas,,no,0,onto property,0.16355617,7124.5068359375,444.234113314739
1548,2006,Alexander Dawson,0,,flat,,intro range,,,,0,,MOA,Multiple Objective Areas,,no,0,onto property,0.72809322,31715.7409667969,1007.22487524273
1549,2006,Alexander Dawson,0,,flat,,intro range,,,,0,,MOA,Multiple Objective Areas,,no,0,onto property,3.19366015,139115.836181641,2590.3444032365
1550,2006,Alexander Dawson,0,,south,,intro range,,,,0,,MOA,Multiple Objective Areas,,NA,0,off of property,16.55200758,721005.451171875,6474.42132737208
1551,2006,Alexander Dawson,0,,flat,,intro range,,,,0,,NPD,No Prairie Dogs,,no,0,none,8.78518799,382682.789550781,4070.40479683001
1552,2006,Beech,0,,east,,intro range,,,,0,,HCA,Habitat Conservation Area,,NA,0,none,0.07783846,3390.64379882812,281.650026744274
1553,2006,Beech,0,,south,,intro range,,,,0,,HCA,Habitat Conservation Area,,NA,0,none,0.1664966,7252.59204101562,379.942198912065
1554,2006,Bouzarelos,0,,flat,,intro range,,,,0,,MOA,Multiple Objective Areas,,NA,0,none,18.75830235,817111.651367188,7562.41622157237
1555,2006,Bouzarelos,0,,flat,,intro range,,,,0,,MOA,Multiple Objective Areas,,NA,0,none,8.35417319,363907.784667969,3541.97440865247
1556,2006,Brewbaker,0,,flat,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,none,6.64009516,289242.545410156,3074.74227457975
1557,2006,Brewbaker,0,, ,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,off of property,1.93703341,84377.1755371094,2482.00729206716
1558,2006,Brewbaker,0,,flat,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,off of property,3.45846956,150650.933837891,2041.46858389502
1559,2006,Hall Ranch,0,,east,,intro range,,,,0,,HCA,Habitat Conservation Area,,no,0,none,3.0243297,131739.802734375,2381.73853756266
1560,2006,Hillside,0,,varied,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,off of property,58.89669077,2565539.8503418,10977.129519175
1561,2006,Hodgson-Harris,0,,east,,intro range,,,,0,,NPD,No Prairie Dogs,,no,0,both,0.13575928,5913.67431640625,593.840393857128
1562,2006,Hodgson-Harris,0,,south,,intro range,,,,0,,NPD,No Prairie Dogs,,no,0,both,0.0246843,1075.248046875,410.977497683269
1563,2006,Imel,0,,east,,intro range,,,,0,,MOA,Multiple Objective Areas,,NA,0,off of property,40.67694936,1771887.91381836,9133.06615076923
1564,2006,Imel,0,,varied,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,off of property,51.32806098,2235850.33642578,11795.7819122617
1565,2006,Imel,0,,varied,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,none,44.87776068,1954875.25439453,7898.27587753802
1566,2006,Imel,0,,east,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,none,0.02222389,968.07275390625,127.210066907064
1567,2006,Imel,0,,east,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,none,0.0863872,3763.02685546875,272.3448180917
1568,2006,Imel,0,,varied,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,none,1.05703467,46044.4313964844,1050.74122250404
1569,2006,Imel,0,,varied,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,none,1.40547332,61222.4167480469,1162.829084291
1570,2006,Imel,0,,varied,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,none,1.89545219,82565.8974609375,1309.94262519292
1571,2006,James Construction,0,,flat,,intro range,,,,0,,MOA,Multiple Objective Areas,,NA,0,off of property,27.18999825,1184396.32397461,4985.5513961609
1572,2006,Johnson Trust Coen,0,,flat,,intro range,,,,0,,UND,Undetermined,,no,0,none,6.79492468,295986.918945312,2909.30102430414
1573,2006,Johnson Trust Coen,0,,flat,,intro range,,,,0,,UND,Undetermined,,no,0,none,0.42731663,18613.9125976562,553.491090954316
1574,2006,Johnson Trust Coen,0,,flat,,native range,,,,0,,UND,Undetermined,NEW IN 2006,no,0,both,0.00879541,383.12841796875,80.5682695257128
1575,2006,Johnson Trust Coen,0,,flat,,intro range,,,,0,,UND,Undetermined,,no,0,off of property,2.939584,128048.278564453,1694.32873041057
1576,2006,Johnson Trust Coen,0,,flat,,intro range,,,,0,,UND,Undetermined,,no,0,none,2.59771929,113156.651855469,1907.21807791907
1577,2006,Keyes,0,,flat,,irrigated crop,,,,0,,MOA,Multiple Objective Areas,,no,0,both,108.26928143,4716209.8972168,15047.5935578513
1578,2006,Keyes West Sisters,0,,north,,irrigated crop,,,,0,,NPD,No Prairie Dogs,,no,0,off of property,13.86586004,603996.862548828,3591.61844165427
1579,2006,Lagerman,0,,flat,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,off of property,104.53326882,4553469.18994141,20376.3686720704
1580,2006,Lastoka,0,,flat,,irrigated crop,,,,0,,NPD,No Prairie Dogs,,no,0,none,0.6060146,26397.9958496094,937.722499517231
1581,2006,Liley,0,,varied,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,off of property,21.09202191,918768.474121094,4588.39785884327
1582,2006,Liley,0,,north,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,onto property,1.47400238,64207.5437011719,1457.67977863543
1583,2006,Lindsay,0,,varied,,intro range,,,,0,,HCA,Habitat Conservation Area,,NA,0,none,45.84319448,1996929.55200195,13535.1276989221
1584,2006,Lindsay,0,,varied,,intro range,,,,0,,HCA,Habitat Conservation Area,,NA,0,none,16.37351202,713230.182861328,4324.41511953163
1585,2006,Lohr,0,,flat,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,none,1.24895926,54404.6652832031,1191.8906831938
1586,2006,Lohr,0,,flat,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,none,0.26867126,11703.3203125,780.320251383091
1587,2006,Lohr,0,,flat,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,none,0.42094039,18336.1640625,594.230027478289
1588,2006,Lohr,0,,flat,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,none,3.70509915,161394.119384766,1680.39566354449
1589,2006,Lohr,0,,flat,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,none,9.56844097,416801.289306641,3841.22631271837
1590,2006,Lohr,0,,flat,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,none,2.24392483,97745.365234375,2287.03163221448
1591,2006,Lynch,0,,flat,,intro range,,,,0,,NPD,No Prairie Dogs,,no,0,none,20.34952548,886425.329833984,5090.08525097752
1592,2006,IBM,0,,flat,,intro range,,,,0,,NPD,No Prairie Dogs,,no,0,none,0.25500343,11107.9494628906,532.415048024831
1593,2006,IBM,0,,flat,,intro range,,,,0,,NPD,No Prairie Dogs,,no,0,none,0.03663081,1595.63818359375,265.081467262358
1594,2006,IBM,0,,flat,,intro range,,,,0,,NPD,No Prairie Dogs,,no,0,none,0.00973646,424.12060546875,94.194692891402
1595,2006,IBM,0,,flat,,intro range,,,,0,,NPD,No Prairie Dogs,,no,0,none,0.36309382,15816.3666992188,607.939323349467
1596,2006,Mayhoffer,0,,flat,,intro range,,,,0,,HCA,Habitat Conservation Area,,no,0,none,146.47736913,6380554.19604492,20132.2709702011
1597,2006,Mayhoffer,0,,flat,,intro range,,,,0,,HCA,Habitat Conservation Area,,no,0,none,0.28649387,12479.6730957031,742.663366085136
1598,2006,Mayhoffer,0,,south,,intro range,,,,0,,HCA,Habitat Conservation Area,,no,0,none,6.75609677,294295.575927734,3047.97689590214
1599,2006,Mayhoffer-Singletree,0,,flat,,intro range,,,,0,,HCA,Habitat Conservation Area,,no,0,none,4.16101024,181253.603515625,2531.53896565608
1600,2006,Monarch,0,,varied,,intro range,,,,0,,NPD,No Prairie Dogs,,no,0,off of property,15.18380839,661406.693603516,5406.451795885
1601,2006,Monarch,0,,north,,intro range,,,,0,,NPD,No Prairie Dogs,,no,0,off of property,0.21249071,9256.095703125,360.618351104475
1602,2006,Monarch,0,,south,,intro range,,,,0,,NPD,No Prairie Dogs,,no,0,off of property,1.9673103,85696.037109375,1309.18699831048
1603,2006,Monarch,0,,varied,,intro range,,,,0,,NPD,No Prairie Dogs,,no,0,off of property,13.50432844,588248.547607422,6873.71347903868
1604,2006,Monarch,0,,east,,intro range,,,,0,,NPD,No Prairie Dogs,,no,0,off of property,22.41843287,976546.936279297,6264.85941350929
1605,2006,Peck,0,,flat,,intro range,,,,0,,MOA,Multiple Objective Areas,,no,0,both,17.76843447,773993.005126953,5456.83936197267
1606,2006,Quicksilver,0,,flat,,irrigated crop,,,,0,,NPD,No Prairie Dogs,,no,0,onto property,4.30732526,187627.089599609,3822.23485210231
1607,2006,Rabbit Mountain,0,,flat,,intro range,,,,0,,HCA,Habitat Conservation Area,,no,0,none,1.17372713,51127.5541992188,1555.29677917617
1608,2006,Rabbit Mountain,0,,east,,intro range,,,,0,,HCA,Habitat Conservation Area,,no,0,none,2.47780303,107933.098632812,1900.33850536883
1609,2006,Rabbit Mountain,0,,flat,,intro range,,,,0,,HCA,Habitat Conservation Area,,no,0,both,0.21618645,9417.08178710938,482.701542712692
1610,2006,Rabbit Mountain,0,,east,,intro range,,,,0,,HCA,Habitat Conservation Area,,no,0,both,3.65595617,159253.451171875,2282.94844106757
1611,2006,Rabbit Mountain,0,,east,,intro range,,,,0,,HCA,Habitat Conservation Area,,no,0,both,0.00420699,183.256591796875,66.2615776942897
1612,2006,Rabbit Mountain,0,,south,,intro range,,,,0,,HCA,Habitat Conservation Area,,no,0,both,12.49421136,544247.845703125,8426.56651297364
1613,2006,Rabbit Mountain,0,,south,,intro range,,,,0,,HCA,Habitat Conservation Area,,no,0,both,1.81145187,78906.8435058594,1456.75349442643
1614,2006,Rabbit Mountain,0,,west,,intro range,,,,0,,HCA,Habitat Conservation Area,,no,0,both,0.87874315,38278.0517578125,903.797253313207
1615,2006,Rabbit Mountain,0,,east,,intro range,,,,0,,HCA,Habitat Conservation Area,,no,0,both,6.33892595,276123.614257812,2469.70704810956
1616,2006,Rabbit Mountain,0,,flat,,intro range,,,,0,,HCA,Habitat Conservation Area,,no,0,both,38.32140952,1669280.59667969,6255.90253679859
1617,2006,Rabbit Mountain,0,,north,,intro range,,,,0,,HCA,Habitat Conservation Area,,no,0,both,3.79193092,165176.511962891,1646.14137329192
1618,2006,Rabbit Mountain,0,,north,,intro range,,,,0,,HCA,Habitat Conservation Area,,no,0,both,2.78025866,121108.068115234,1602.6938622155
1619,2006,Rabbit Mountain,0,,south,,grass/shrub/trees,,,,0,,HCA,Habitat Conservation Area,,no,0,both,2.19962331,95815.5915527344,1275.93962271401
1620,2006,Rabbit Mountain,0,,flat,,irrigated crop,,,,0,,MOA,Multiple Objective Areas,,no,0,onto property,13.35758006,581856.188720703,5344.2085909932
1621,2006,Rabbit Mountain,0,,flat,,intro range,,,,0,,MOA,Multiple Objective Areas,,no,0,onto property,0.24619717,10724.3491210938,426.483128061968
1622,2006,Rabbit Mountain,0,,west,,intro range,,,,0,,HCA,Habitat Conservation Area,,no,0,both,1.52687013,66510.4633789062,1519.55058059994
1623,2006,Rabbit Mountain,0,,north,,intro range,,,,0,,HCA,Habitat Conservation Area,,no,0,none,0.79945949,34824.4560546875,951.208714523381
1624,2006,Rabbit Mountain,0,,west,,intro range,,,,0,,HCA,Habitat Conservation Area,,no,0,both,0.78884237,34361.9750976562,1131.95328458232
1625,2006,Rock Creek Farm,0,,varied,,intro range,,,,0,,HCA,Habitat Conservation Area,,NA,0,none,72.2373713,3146659.89282227,10181.4686377903
1626,2006,Rock Creek Farm,0,,flat,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,none,0.07757547,3379.1875,267.029019982463
1627,2006,Rock Creek Farm,0,,varied,,intro range,,,,0,,HCA,Habitat Conservation Area,,NA,0,off of property,171.68154893,7478448.27026367,15366.2896702844
1628,2006,Rock Creek Farm,0,,varied,,intro range,,,,0,,MOA,Multiple Objective Areas,,NA,0,off of property,117.78180714,5130575.52001953,19905.1642154738
1629,2006,Rock Creek Farm,0,,varied,,intro range,,,,0,,MOA,Multiple Objective Areas,,NA,0,off of property,128.18142394,5583582.82592773,15522.2580063418
1630,2006,Rock Creek Farm,0,,flat,,intro range,,,,0,,MOA,Multiple Objective Areas,,NA,0,off of property,40.41469879,1760464.27758789,7175.19043223216
1631,2006,Rock Creek Farm,0,,flat,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,none,2.16233727,94191.412109375,1825.4839923636
1632,2006,Rock Creek Farm,0,,flat,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,none,0.47787758,20816.3481445312,630.064544776044
1633,2006,Rock Creek Farm,0,,north,,intro range,,,,0,,MOA,Multiple Objective Areas,,NA,0,off of property,6.2067924,270367.877929688,4376.21626908117
1634,2006,Rock Creek Farm,0,,flat,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,none,5.8603932,255278.727050781,3554.72066288042
1635,2006,Scriffiny,0,,varied,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,off of property,19.42110792,845983.460449219,5154.03632871354
1636,2006,Suitts,0,,south,,intro range,,,,0,,MOA,Multiple Objective Areas,,NA,0,off of property,8.76069534,381615.889648438,2889.27571460391
1637,2006,Suitts,0,,north,,intro range,,,,0,,MOA,Multiple Objective Areas,,NA,0,off of property,7.58406763,330361.985839844,3224.89456902216
1638,2006,Suitts,0,,varied,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,off of property,24.92132818,1085573.05444336,7947.9691797981
1639,2006,Warembourg,0,,varied,,intro range,,,,0,,UND,Undetermined,,NA,0,off of property,16.70776301,727790.15625,5241.24608266423
1640,2006,Wasson,0,,north,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,onto property,2.24313683,97711.0407714844,2519.23092138774
1641,2006,Willis Heights,0,,varied,,intro range,,,,0,,NPD,No Prairie Dogs,,no,0,off of property,0.50861054,22155.0751953125,673.910505300116
1642,2006,Bullock,0,,flat,,intro range,,,,0,,NPD,No Prairie Dogs,,no,0,none,1.01902579,44388.7644042969,1121.40318143628
1643,2006,Hirschfeld,0,,flat,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,off of property,23.46679757,1022213.7019043,5406.96321291729
1644,2006,Hirschfeld,0,,flat,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,none,12.22514066,532527.126464844,3929.7662127847
1645,2006,Lagerman,0,,south,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,none,9.58872615,417684.910644531,5192.40631525283
1646,2006,Lindsay,0,,south,,intro range,,,,0,,HCA,Habitat Conservation Area,,no,0,none,38.93544409,1696027.9453125,9086.00862469796
1647,2006,Toteve,0,,flat,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,off of property,15.03222824,654803.862548828,5970.14606686681
1648,2006,Toteve,0,,flat,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,none,1.60745272,70020.6401367188,2393.95728232916
1649,2006,Toteve,0,,flat,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,none,0.02067492,900.599609375,153.210712199768
1650,2006,Toteve,0,,flat,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,off of property,0.27661102,12049.1762695312,508.840633528323
1651,2006,Toteve,0,,flat,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,none,0.85834673,37389.5837402344,914.109019144167
1652,2006,Flagg Park,0,,varied,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,none,20.00709568,871509.088867188,6762.37458936709
1653,2006,Flagg Park,0,,flat,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,off of property,3.46539151,150952.456054688,2856.58910850007
1654,2006,Flagg Park,0,,flat,,intro range,,,,0,,NPD,No Prairie Dogs,,NA,0,none,0.02662818,1159.923828125,165.774526598969
1655,2006,Golden Gravel,0,,flat,,intro range,,,,0,,NPD,No Prairie Dogs,, ,0,none,9.1763213,399720.555419922,3165.03916985857
1656,2006,Hodgson-Harris,0,,north,,intro range,,,,0,,NPD,No Prairie Dogs,, ,0,both,5.96373109,259780.124755859,6933.28179313834
1657,2006,Mayhoffer/Singletree,0,,flat,,intro range,,,,0,,HCA,Habitat Conservation Area,2005, ,0,,1.51145278,65838.8835449219,1869.94501021834
1658,2006,Mayhoffer/Singletree,0,,north,,intro range,,,,0,,HCA,Habitat Conservation Area,2005, ,0,,81.87535097,3566490.28735352,11725.0248443112
1659,2006,Mayhoffer II,0,,north,,intro range,,,,0,,HCA,Habitat Conservation Area,2005, ,0,,25.269054,1100719.99145508,9483.47546957742
1660,2006,Cohig,0,,varied,,intro range,,,,0,,MOA,Multiple Objective Areas,,no,0,none,20.90463586,910605.938720703,6974.78091918616
1661,2006,Cohig,0,,varied,,intro range,,,,0,,MOA,Multiple Objective Areas,2005,no,0,none,37.87916662,1650016.49780273,10739.8562866818
1662,2006,Cohig,0,,flat,,intro range,,,,0,,MOA,Multiple Objective Areas,,no,0,both,3.44566546,150093.1875,2779.90211538704
1663,2006,Cohig,0,,flat,,intro range,,,,0,,MOA,Multiple Objective Areas,2005,no,0,both,13.17127559,573740.764892578,4408.10145347687
1664,2006,Cohig,0,,varied,,intro range,,,,0,,MOA,Multiple Objective Areas,,no,0,both,5.1670881,225078.356201172,3701.68803344741
1665,2006,Leonard (Lettie E),0,,east,,intro range,,,,0,,NPD,No Prairie Dogs,2005, ,0,,7.66329921,333813.314941406,4457.09681910883
1666,2006,Deberry,0,,varied,,intro range,,,,0,,MOA,Multiple Objective Areas,2005, ,0,,8.33487882,363067.321044922,5170.09174183527
1667,2006,Deberry,0,,north,,intro range,,,,0,,MOA,Multiple Objective Areas,2005, ,0,,5.90813826,257358.503662109,4586.96814453267
1668,2006,Deberry,0,,south,,intro range,,,,0,,MOA,Multiple Objective Areas,2005, ,0,,0.19693705,8578.57861328125,622.258399548966
1669,2006,Deberry,0,,south,,intro range,,,,0,,MOA,Multiple Objective Areas,2005, ,0,,0.80292917,34975.5947265625,1850.80575808261
1670,2006,Deberry,0,,flat,,intro range,,,,0,,MOA,Multiple Objective Areas,2005, ,0,,0.00535018,233.05419921875,69.8726814608437
1671,2006,Deberry,0,,flat,,intro range,,,,0,,MOA,Multiple Objective Areas,2005, ,0,,0.18999194,8276.04907226562,570.311464936604
1672,2006,Deberry,0,,north,,native range,,,,0,,MOA,Multiple Objective Areas,2005, ,0,,1.20063076,52299.4755859375,1141.89667106069
1673,2006,Deberry,0,,north,,native range,,,,0,,MOA,Multiple Objective Areas,2005, ,0,,26.6822999,1162280.98364258,7809.51617104551
1674,2006,Western Mobile,0,,flat,,grass/shrub/trees,,,,0,,MOA,Multiple Objective Areas,2005, ,0,,19.44166468,846878.911621094,5497.94385304506
1675,2006,Western Mobile,0,,flat,,intro range,,,,0,,MOA,Multiple Objective Areas,2005, ,0,,1.24487528,54226.7680664062,1118.82863909897
1676,2006,Western Mobile,0,,flat,,intro range,,,,0,,MOA,Multiple Objective Areas,2005, ,0,,2.71250093,118156.541503906,4198.76754565871
1677,2006,Western Mobile,0,,flat,,intro range,,,,0,,MOA,Multiple Objective Areas,2005, ,0,,94.09050246,4098582.29101562,16430.8351360809
1678,2006,Western Mobile,0,,flat,,grass/shrub/trees,,,,0,,MOA,Multiple Objective Areas,2005, ,0,,5.39430667,234975.998046875,3184.06701361741
1679,2006,Becky,0,,flat,,irrigated grass,,,,0,,NPD,No Prairie Dogs,2005, ,0,,3.12585482,136162.235351562,2877.6709872148
1680,2006,Becky,0,,flat,,irrigated grass,,,,0,,NPD,No Prairie Dogs,2005, ,0,,0.00707892,308.35791015625,102.461073241
